2024-07-04 14:35:36 INFO  NewsServiceImpl:85 - 파일 업로드 성공: boardNo=0
2024-07-04 14:35:36 INFO  NewsServiceImpl:92 - 게시글 등록 성공(업로드 파일 없음) : boardNo=29
2024-07-04 14:35:36 INFO  NewsController:113 - [자유게시판] 게시글 등록 성공: boardNo=29
2024-07-04 14:36:05 INFO  NewsController:108 - [뉴스게시판] 게시글 등록 요청: memberNo=10
2024-07-04 14:36:05 INFO  NewsServiceImpl:81 - 게시글 등록 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@1f5be3a, MultipartFile=다운로드 (1).jfif
2024-07-04 14:36:05 INFO  NewsServiceImpl:85 - 파일 업로드 성공: boardNo=0
2024-07-04 14:36:05 INFO  NewsServiceImpl:89 - 게시글 등록 및 파일 업로드 정보 저장 성공 : boardNo=30
2024-07-04 14:36:05 INFO  NewsController:113 - [자유게시판] 게시글 등록 성공: boardNo=30
2024-07-04 14:36:24 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:36:24 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:36:24 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@7dbc32d4
2024-07-04 14:43:32 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:43:32 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:43:33 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:43:33 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:43:33 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:43:33 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:43:33 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:43:33 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:43:33 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@179bedd1
2024-07-04 14:43:33 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@179bedd1
2024-07-04 14:43:33 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@179bedd1
2024-07-04 14:43:33 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@179bedd1
2024-07-04 14:43:39 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:43:39 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:43:39 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@3a9ca138
2024-07-04 14:43:43 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:44:07 INFO  NewsController:184 - 게시글 수정 요청: boardNo=30, loginMemberNo=10
2024-07-04 14:44:07 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@6c365de8, loginMemberNo=10
2024-07-04 14:44:07 INFO  NewsController:190 - 게시글 수정 성공: boardNo=30
2024-07-04 14:44:07 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:44:07 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
